,fluxes
GLUDy,-1.8030195051327016e-16
GLUSy,0.0
GLUN,0.0
GLNS,9.209613904043545e-17
PROs,2.421860724183226e-18
ARGs,3.248837556831157e-18
CARPs,3.248837556831157e-18
LYSs,3.780465520676255e-18
SERs,4.8104216142661336e-17
GLYs,4.095373243246997e-17
FTHFs,6.832141690000964e-17
MYTHFs,1.7130234390564284e-18
METHFs,-3.958412495208037e-17
CYSs,2.717209592986059e-18
ASPs,8.696857668062923e-17
ASNs,2.6581398192254922e-18
HOMs,7.679070588873645e-18
THRs,5.966047149817216e-18
METs,1.7130234390564284e-18
ILEUs,3.1897677830705908e-18
ALAs,5.670698281014384e-18
AKIs,9.628373122972338e-18
VALs,4.666512127084752e-18
LEUs,4.961860995887585e-18
CHOs,4.253023710760788e-18
PHENs,2.0674420816198277e-18
TYRs,1.5358141177747288e-18
TRYPs,6.497675113662314e-19
PRPPs,4.454748287963972e-17
HISs,1.0632559276901969e-18
PPC,1.5255252593858941e-16
PPCK,0.0
ME1,0.0
ME2,0.0
ADK1,3.4979780815826743e-16
ATPM,2.5
ATPS4r,4.625929269271487e-17
Biomass,4.722181929855824e-16
ACACT1r,0.0
HACD1i,0.0
ECOAH1,0.0
ACOAD1,0.0
BTCOAp,3.4260468781128603e-18
BTCOARx,-1.7130234390564301e-18
ALCD4,1.7130234390564301e-18
CHs,1.789706951415357e-18
CH_biomass,1.789706951415357e-18
HEX1,0.0
PGI,1.0000000000000004
PFK,1.0000000000000004
FBP,0.0
FBA,1.0000000000000004
TPI,1.0000000000000004
GAPD,2.000000000000001
PGK,-2.000000000000001
PGM,-2.000000000000001
ENO,2.000000000000001
PYK,0.9999999999999997
PPS,0.0
dNMPs,7.324104173206382e-18
dNTPs,7.324104173206382e-18
DNA_biomass,7.324104173206382e-18
EET,0.5
EMI,-1.0000000000000009
NADH16,1.7333369499485123e-33
CYTBD,0.0
EX_glc__D_e,-1.0
EX_lac__D_e,0.0
EX_h_e,0.9999999999999993
EX_ac_e,0.5000000000000003
EX_acald_e,0.0
EX_etoh_e,0.0
EX_pi_e,6.221422753613182e-16
EX_h2o_e,0.0
EX_co2_e,0.499999999999999
EX_nh4_e,-2.7446553163532534e-16
EX_o2_e,0.0
EX_elect__ox_e,1.0000000000000009
EX_elect_red_e,-1.0000000000000009
EX_buty_e,3.4260468781128603e-18
EX_glyc_e,0.0
EX_btoh_e,0.0
EX_for_e,0.0
EX_biomass_e,0.0
LDH_D,0.0
PTAr,0.5000000000000004
ACKr,-0.5000000000000003
ACALD,0.0
ALCD2x,0.0
PFL,0.0
GLYCDx,2.4502282875157444e-16
DHAPT,2.3831803552703364e-16
GLYK,1.2355342461718977e-17
G3PT,0.0
G3PD2,-1.253752214738401e-16
CS,-1.793753753879127e-18
ACONTa,-1.793753753879127e-18
ACONTb,-1.793753753879127e-18
ICL,0.0
MALS,0.0
ICDHyr,-1.793753753879127e-18
AKGDH,0.0
SUCOAS,1.7130234390564301e-18
SUCDi,0.0
FRD7,1.7333369499485123e-33
FUM,-8.143176696553286e-17
MDH,-6.73777030118393e-17
PALs,3.4639659990095992e-18
OLEs,1.0938839996872418e-18
MALCOAs,3.651780396469369e-17
OAs,4.557849998696841e-18
ETNs,1.420715655416423e-18
LIPs,5.997171050916896e-18
LIP_biomass,5.997171050916896e-18
GLUN6Ps,1.9549833189603108e-19
RHAs,9.774916594801554e-20
dTDPdp,9.774916594801554e-20
dTTPs,9.774916594801554e-20
H7Ps,2.932474978440466e-19
MIRs,5.864949956880932e-19
KDOs,2.932474978440466e-19
LPSs,1.9549833189603107e-18
LPS_biomass,1.9549833189603107e-18
IMPs,3.416070845000482e-17
AMPs,2.788992945589015e-17
GMPs,6.270778994114671e-18
UMPs,8.673750990578476e-18
UTPs,4.2227498024084825e-18
CTPs,4.2227498024084825e-18
CMPs,4.2227498024084825e-18
TMPs,1.3696074803895935e-18
dAMPs,2.9149934609361403e-18
dGMPs,1.6772198556642617e-18
dCMPs,1.3696074803895935e-18
dTMPs,1.3696074803895935e-18
UMPk,0.0
G6PDH2r,0.0
PGL,0.0
GND,0.0
RPE,4.266246405456556e-18
RPI,4.559493903300602e-18
TKT1,-9.927934175903924e-18
TALA,-1.614410791071608e-17
TKT2,-3.547361617812539e-17
AMs,5.906977376056649e-17
PROT_biomass,5.906977376056649e-17
NADTRHD,0.0
THD2,0.0
NMPs,1.426571161009444e-17
NTPs,1.426571161009444e-17
RNA_biomass,1.426571161009444e-17
SINK_H_c,0.0
SINK_Pi_c,0.0
SINK_H2O_c,-0.5000000000000018
SINK_accoa_c,0.0
PDH,0.4999999999999993
GLYCtex,0.0
D_LACtp,0.0
ACtp,0.5000000000000003
BUTYtp,3.4260468781128603e-18
GLCtp,-1.0000000000000004
BTOHtp,-1.7130234390564301e-18
ACALDtp,0.0
ETOHtp,0.0
Pitp,6.221422753613182e-16
H2Otp,0.0
CO2tp,0.499999999999999
NH4tp,-2.7446553163532534e-16
O2tp,0.0
MET_REDtp,-1.0000000000000009
MET_Oxtp,1.0000000000000009
Htp,-1.3877787807814462e-16
FORtp,0.0
T_biomass_e,0.0
GLCpts,1.0000000000000004
GLCt1,0.0
D_LACt2,0.0
ACt2r,-0.5000000000000003
ACALDt,0.0
ETOHt2r,0.0
PIt2r,-6.221422753613182e-16
H2Ot,0.0
CO2t,-0.499999999999999
BUTYt,3.4260468781128603e-18
NH4t,2.7446553163532534e-16
O2t,0.0
GLYCtpp,0.0
BTOHt2rpp,1.7130234390564301e-18
FORti,0.0
FORt2,0.0
PDH2,0.0
CF,0.0
PROPs,1.5
PROPt,1.5
PROPte,1.5
EX_prop_c,1.5
