,fluxes
GLUDy,0.0
GLUSy,0.0
GLUN,0.0
GLNS,5.551115123125783e-16
PROs,0.0
ARGs,0.0
CARPs,0.0
LYSs,0.0
SERs,5.551115123125783e-16
GLYs,0.0
FTHFs,0.0
MYTHFs,0.0
METHFs,0.0
CYSs,0.0
ASPs,0.0
ASNs,0.0
HOMs,0.0
THRs,0.0
METs,0.0
ILEUs,0.0
ALAs,0.0
AKIs,0.0
VALs,0.0
LEUs,0.0
CHOs,5.551115123125783e-16
PHENs,0.0
TYRs,0.0
TRYPs,5.551115123125783e-16
PRPPs,5.551115123125783e-16
HISs,0.0
PPC,0.0
PPCK,0.0
ME1,7.312735856037151e-16
ME2,0.0
ADK1,0.0
ATPM,0.0
ATPS4r,0.0
Biomass,0.0
ACACT1r,0.0
HACD1i,0.0
ECOAH1,0.0
ACOAD1,0.0
BTCOAp,0.0
BTCOARx,0.0
ALCD4,0.0
CHs,0.0
CH_biomass,0.0
HEX1,0.0
PGI,-0.9473684210526299
PFK,0.0
FBP,0.3157894736842102
FBA,-0.3157894736842102
TPI,0.6842105263157898
GAPD,0.6842105263157889
PGK,-0.6842105263157889
PGM,-0.6842105263157888
ENO,0.6842105263157888
PYK,0.684210526315788
PPS,0.0
dNMPs,0.0
dNTPs,0.0
DNA_biomass,0.0
EET,0.0
EMI,-6.661338147750939e-16
NADH16,2.655981833247339e-16
CYTBD,0.0
EX_glc__D_e,0.0
EX_lac__D_e,0.0
EX_h_e,0.8947368421052634
EX_ac_e,0.0
EX_acald_e,0.0
EX_etoh_e,1.0526315789473673
EX_pi_e,-1.232595164407831e-32
EX_h2o_e,0.0
EX_co2_e,0.0
EX_nh4_e,-5.551115123125783e-16
EX_o2_e,0.0
EX_elect__ox_e,0.0
EX_elect_red_e,-6.661338147750939e-16
EX_buty_e,0.0
EX_glyc_e,-1.0
EX_btoh_e,0.0
EX_for_e,0.8947368421052622
EX_biomass_e,0.0
LDH_D,0.0
PTAr,0.0
ACKr,0.0
ACALD,-1.0526315789473673
ALCD2x,-1.0526315789473673
PFL,0.8947368421052622
GLYCDx,0.0
DHAPT,0.0
GLYK,1.0
G3PT,0.0
G3PD2,1.0
CS,-7.374385363073811e-17
ACONTa,-7.374385363073811e-17
ACONTb,-7.374385363073811e-17
ICL,0.0
MALS,0.0
ICDHyr,-7.374385363073811e-17
AKGDH,-7.374385363073811e-17
SUCOAS,7.374385363073811e-17
SUCDi,-2.655981833247339e-16
FRD7,0.0
FUM,-2.655981833247339e-16
MDH,-7.374385363073811e-17
PALs,0.0
OLEs,0.0
MALCOAs,0.0
OAs,0.0
ETNs,0.0
LIPs,0.0
LIP_biomass,0.0
GLUN6Ps,0.0
RHAs,0.0
dTDPdp,0.0
dTTPs,0.0
H7Ps,0.0
MIRs,0.0
KDOs,0.0
LPSs,0.0
LPS_biomass,0.0
IMPs,0.0
AMPs,0.0
GMPs,0.0
UMPs,0.0
UTPs,0.0
CTPs,0.0
CMPs,0.0
TMPs,0.0
dAMPs,0.0
dGMPs,0.0
dCMPs,0.0
dTMPs,0.0
UMPk,0.0
G6PDH2r,0.9473684210526299
PGL,0.9473684210526299
GND,0.9473684210526299
RPE,0.6315789473684198
RPI,-0.3157894736842105
TKT1,0.31578947368420995
TALA,0.31578947368420995
TKT2,0.3157894736842097
AMs,0.0
PROT_biomass,0.0
NADTRHD,0.4210526315789455
THD2,0.0
NMPs,0.0
NTPs,0.0
RNA_biomass,0.0
SINK_H_c,0.0
SINK_Pi_c,0.0
SINK_H2O_c,-0.5789473684210508
PDH,0.0
GLYCtex,-1.0
D_LACtp,0.0
ACtp,0.0
BUTYtp,0.0
GLCtp,0.0
BTOHtp,0.0
ACALDtp,0.0
ETOHtp,1.0526315789473673
Pitp,0.0
H2Otp,0.0
CO2tp,0.0
NH4tp,-5.551115123125783e-16
O2tp,0.0
MET_REDtp,-6.661338147750939e-16
MET_Oxtp,6.661338147750939e-16
Htp,7.967945499742017e-16
FORtp,0.8947368421052622
T_biomass_e,0.0
GLCpts,0.0
GLCt1,0.0
D_LACt2,0.0
ACt2r,0.0
ACALDt,0.0
ETOHt2r,-1.0526315789473673
PIt2r,-2.220446049250313e-16
H2Ot,0.0
CO2t,0.0
BUTYt,0.0
NH4t,5.551115123125783e-16
O2t,0.0
GLYCtpp,-1.0
BTOHt2rpp,0.0
FORti,-0.8947368421052622
FORt2,0.0
PDH2,-0.21052631578947373
CF,0.36842105263157837
PROPs,0.0
PROPt,0.0
PROPte,0.0
EX_prop_c,0.0
IPAp,5.551115123125783e-16
IAAldp,5.551115123125783e-16
IAAs,5.551115123125783e-16
IAAt,5.551115123125783e-16
IAAte,5.551115123125783e-16
EX_iaa_c,5.551115123125783e-16
ATP_hypothethic,0.0
NADH_hypo,0.0
NADH_NADP_hypo,0.0
EET_hypo,3.3306690738754696e-16
