,fluxes
GLUDy,0.0
GLUSy,6.315184961366e-17
GLUN,0.0
GLNS,0.0
PROs,0.0
ARGs,0.0
CARPs,0.0
LYSs,0.0
SERs,-1.2630369922731836e-16
GLYs,-1.2630369922731836e-16
FTHFs,-2.526073984546367e-16
MYTHFs,0.0
METHFs,1.8945554884097757e-16
CYSs,0.0
ASPs,0.0
ASNs,0.0
HOMs,0.0
THRs,0.0
METs,0.0
ILEUs,0.0
ALAs,0.0
AKIs,0.0
VALs,0.0
LEUs,0.0
CHOs,0.0
PHENs,0.0
TYRs,0.0
TRYPs,0.0
PRPPs,0.0
HISs,0.0
PPC,0.0
PPCK,-1.1759212711543415e-15
ME1,0.0
ME2,0.0
ADK1,2.0987941603740033e-15
ATPM,0.0
ATPS4r,1.4016565685892603e-15
Biomass,0.0
ACACT1r,2.2204460492503165e-16
HACD1i,-2.2204460492503165e-16
ECOAH1,2.2204460492503165e-16
ACOAD1,0.0
BTCOAp,0.0
BTCOARx,0.0
ALCD4,-3.3306690738754696e-16
CHs,0.0
CH_biomass,0.0
HEX1,0.0
PGI,-3.000000000000002
PFK,0.0
FBP,1.0000000000000009
FBA,-1.0000000000000009
TPI,-7.008282842946306e-16
GAPD,-9.22872889219662e-16
PGK,9.22872889219662e-16
PGM,9.210275429647173e-16
ENO,-9.210275429647173e-16
PYK,0.0
PPS,2.0987941603740033e-15
dNMPs,3.3771042574149295e-16
dNTPs,3.3771042574149295e-16
DNA_biomass,3.3771042574149295e-16
EET,0.0
EMI,0.0
NADH16,0.0
CYTBD,-1.1490491701346268e-15
EX_glc__D_e,0.0
EX_lac__D_e,0.0
EX_h_e,-5.329070518200755e-15
EX_ac_e,0.0
EX_acald_e,0.0
EX_etoh_e,0.0
EX_pi_e,1.000000000000003
EX_h2o_e,0.0
EX_co2_e,2.9999999999999996
EX_nh4_e,0.0
EX_o2_e,0.0
EX_elect__ox_e,0.0
EX_elect_red_e,0.0
EX_buty_e,0.0
EX_glyc_e,-1.0
EX_btoh_e,3.3306690738754696e-16
EX_for_e,0.0
EX_biomass_e,0.0
LDH_D,0.0
PTAr,0.0
ACKr,0.0
ACALD,0.0
ALCD2x,0.0
PFL,0.0
GLYCDx,0.0
DHAPT,0.0
GLYK,1.0
G3PT,0.0
G3PD2,1.0
CS,-1.1490491701346268e-15
ACONTa,-1.1490491701346268e-15
ACONTb,-1.1490491701346268e-15
ICL,-1.4016565685892623e-15
MALS,-1.1490491701346268e-15
ICDHyr,-3.94430452610506e-31
AKGDH,0.0
SUCOAS,3.94430452610506e-31
SUCDi,-1.1490491701346268e-15
FRD7,0.0
FUM,-1.4016565685892627e-15
MDH,-2.5775778397436036e-15
PALs,0.0
OLEs,0.0
MALCOAs,0.0
OAs,0.0
ETNs,0.0
LIPs,0.0
LIP_biomass,0.0
GLUN6Ps,0.0
RHAs,0.0
dTDPdp,0.0
dTTPs,0.0
H7Ps,0.0
MIRs,0.0
KDOs,0.0
LPSs,0.0
LPS_biomass,0.0
IMPs,-1.2630369922731836e-16
AMPs,-1.2630369922731757e-16
GMPs,-7.888609052210227e-31
UMPs,1.2630369922731836e-16
UTPs,6.315184961365918e-17
CTPs,6.315184961365918e-17
CMPs,6.315184961365918e-17
TMPs,6.315184961365918e-17
dAMPs,0.0
dGMPs,-7.888609052210227e-31
dCMPs,6.315184961365918e-17
dTMPs,6.315184961365918e-17
UMPk,0.0
G6PDH2r,3.000000000000002
PGL,3.000000000000002
GND,3.000000000000002
RPE,2.0000000000000013
RPI,-1.0000000000000007
TKT1,1.0000000000000007
TALA,1.0000000000000007
TKT2,1.0000000000000007
AMs,0.0
PROT_biomass,0.0
NADTRHD,6.000000000000004
THD2,0.0
NMPs,0.0
NTPs,0.0
RNA_biomass,0.0
SINK_H_c,0.0
SINK_Pi_c,0.0
SINK_H2O_c,-4.000000000000003
PDH,-2.0987941603740037e-15
GLYCtex,-1.0
D_LACtp,0.0
ACtp,0.0
BUTYtp,0.0
GLCtp,0.0
BTOHtp,3.3306690738754696e-16
ACALDtp,0.0
ETOHtp,0.0
Pitp,1.000000000000003
H2Otp,0.0
CO2tp,2.9999999999999996
NH4tp,0.0
O2tp,0.0
MET_REDtp,0.0
MET_Oxtp,0.0
Htp,-6.503068046037035e-15
FORtp,0.0
T_biomass_e,0.0
GLCpts,0.0
GLCt1,0.0
D_LACt2,0.0
ACt2r,0.0
ACALDt,0.0
ETOHt2r,0.0
PIt2r,-1.000000000000003
H2Ot,0.0
CO2t,-2.9999999999999996
BUTYt,0.0
NH4t,0.0
O2t,0.0
GLYCtpp,-1.0
BTOHt2rpp,-3.3306690738754696e-16
FORti,0.0
FORt2,0.0
PDH2,0.0
CF,0.0
PROPs,0.0
PROPt,0.0
PROPte,0.0
EX_prop_c,0.0
IPAp,0.0
IAAldp,0.0
IAAs,0.0
IAAt,0.0
IAAte,0.0
EX_iaa_c,0.0
ATP_hypothethic,1.0000000000000033
NADH_hypo,6.999999999999998
NADH_NADP_hypo,0.0
EET_hypo,0.0
CF_2,0.0
EET_hypo_2,0.0
