,fluxes
GLUDy,4.289053096569278e-16
GLUSy,0.0
GLUN,0.0
GLNS,0.28217237308146403
PROs,0.0
ARGs,-1.0563287030414111e-16
CARPs,0.0
LYSs,0.0
SERs,0.28217237308146403
GLYs,-3.733556624816816e-17
FTHFs,-7.467113249633631e-17
MYTHFs,0.0
METHFs,3.733556624816816e-17
CYSs,0.0
ASPs,-1.8030400280047742e-16
ASNs,0.0
HOMs,0.0
THRs,0.0
METs,0.0
ILEUs,0.0
ALAs,0.0
AKIs,0.0
VALs,0.0
LEUs,0.0
CHOs,0.2821723730814641
PHENs,0.0
TYRs,0.0
TRYPs,0.2821723730814641
PRPPs,0.28217237308146403
HISs,0.0
PPC,0.0
PPCK,0.0
ME1,0.0
ME2,-5.204170427930421e-17
ADK1,0.47520661157024785
ATPM,0.0
ATPS4r,0.0
Biomass,0.0
ACACT1r,0.0
HACD1i,0.0
ECOAH1,0.0
ACOAD1,0.0
BTCOAp,0.0
BTCOARx,0.0
ALCD4,0.0
CHs,0.0
CH_biomass,0.0
HEX1,0.0
PGI,-0.19303423848878362
PFK,0.0
FBP,0.34651711924439194
FBA,-0.34651711924439194
TPI,0.6534828807556081
GAPD,0.37131050767414414
PGK,-0.37131050767414414
PGM,-0.08913813459268011
ENO,0.08913813459268011
PYK,0.0
PPS,0.4752066115702478
dNMPs,0.0
dNTPs,0.0
DNA_biomass,0.0
EET,0.0
EMI,2.148760330578512
NADH16,-1.0563287030414111e-16
CYTBD,0.0
EX_glc__D_e,0.0
EX_lac__D_e,0.0
EX_h_e,2.7131050767414386
EX_ac_e,0.0
EX_acald_e,0.0
EX_etoh_e,0.0
EX_pi_e,0.9256198347107434
EX_h2o_e,0.0
EX_co2_e,0.17827626918536016
EX_nh4_e,-0.2821723730814636
EX_o2_e,0.0
EX_elect__ox_e,-2.148760330578512
EX_elect_red_e,2.148760330578512
EX_buty_e,0.0
EX_glyc_e,-1.0
EX_btoh_e,0.0
EX_for_e,0.0
EX_biomass_e,0.0
LDH_D,0.0
PTAr,-4.608902343025263e-18
ACKr,4.608902343025263e-18
ACALD,0.0
ALCD2x,0.0
PFL,0.0
GLYCDx,0.0
DHAPT,0.0
GLYK,1.0
G3PT,0.0
G3PD2,1.0
CS,0.0
ACONTa,0.0
ACONTb,0.0
ICL,0.0
MALS,0.0
ICDHyr,0.0
AKGDH,1.0563287030414111e-16
SUCOAS,-1.0563287030414111e-16
SUCDi,1.0563287030414111e-16
FRD7,0.0
FUM,-2.3234570707978164e-16
MDH,-1.8030400280047742e-16
PALs,0.0
OLEs,0.0
MALCOAs,3.2228313672317683e-16
OAs,0.0
ETNs,0.0
LIPs,0.0
LIP_biomass,0.0
GLUN6Ps,0.0
RHAs,0.0
dTDPdp,0.0
dTTPs,0.0
H7Ps,0.0
MIRs,0.0
KDOs,0.0
LPSs,0.0
LPS_biomass,0.0
IMPs,-3.733556624816816e-17
AMPs,-3.733556624816816e-17
GMPs,0.0
UMPs,0.0
UTPs,0.0
CTPs,0.0
CMPs,0.0
TMPs,0.0
dAMPs,0.0
dGMPs,0.0
dCMPs,0.0
dTMPs,0.0
UMPk,0.0
G6PDH2r,0.19303423848878362
PGL,0.19303423848878362
GND,0.19303423848878362
RPE,-0.15348288075560776
RPI,-0.34651711924439216
TKT1,0.06434474616292812
TALA,0.06434474616292812
TKT2,-0.21782762691853597
AMs,0.0
PROT_biomass,0.0
NADTRHD,0.0
THD2,0.0
NMPs,0.0
NTPs,0.0
RNA_biomass,0.0
SINK_H_c,0.0
SINK_Pi_c,0.0
SINK_H2O_c,-0.9256198347107439
PDH,2.1204136407601042e-16
GLYCtex,-1.0
D_LACtp,0.0
ACtp,-1.1024177264716637e-16
BUTYtp,0.0
GLCtp,0.0
BTOHtp,0.0
ACALDtp,0.0
ETOHtp,0.0
Pitp,0.9256198347107433
H2Otp,0.0
CO2tp,0.17827626918536016
NH4tp,-0.2821723730814636
O2tp,0.0
MET_REDtp,2.148760330578512
MET_Oxtp,-2.148760330578512
Htp,-3.1689861091242333e-16
FORtp,0.0
T_biomass_e,0.0
GLCpts,0.0
GLCt1,0.0
D_LACt2,0.0
ACt2r,1.1024177264716637e-16
ACALDt,0.0
ETOHt2r,0.0
PIt2r,-0.9256198347107433
H2Ot,0.0
CO2t,-0.17827626918536016
BUTYt,0.0
NH4t,0.2821723730814636
O2t,0.0
GLYCtpp,-1.0
BTOHt2rpp,0.0
FORti,0.0
FORt2,0.0
PDH2,0.0
CF,0.0
PROPs,0.0
PROPt,0.0
PROPte,-5.322021483123772e-16
EX_prop_c,0.0
IPAp,0.2821723730814641
IAAldp,0.2821723730814641
IAAs,0.2821723730814641
IAAt,0.2821723730814641
IAAte,0.2821723730814641
EX_iaa_c,0.2821723730814641
ATP_hypothethic,0.0
NADH_hypo,0.0
NADH_NADP_hypo,0.0
EET_hypo,-1.074380165289256
CF_2,0.193034238488784
EET_hypo_2,0.0
