,fluxes
GLUDy,-3.369494163796772e-17
GLUSy,0.0
GLUN,0.0
GLNS,-2.6717983292372623e-17
PROs,4.2380189030337884e-18
ARGs,5.6851473089477655e-18
CARPs,5.6851473089477655e-18
LYSs,6.6154441413210365e-18
SERs,-9.76093657790244e-18
GLYs,-2.2273582258568582e-17
FTHFs,-6.832141690000964e-17
MYTHFs,2.997623126536095e-18
METHFs,2.4670261115312137e-17
CYSs,4.754850476574495e-18
ASPs,-3.5690714874479603e-17
ASNs,4.651484161866353e-18
HOMs,1.3437620912058355e-17
THRs,1.043999778552226e-17
METs,2.997623126536095e-18
ILEUs,5.581780994239624e-18
ALAs,9.923166211981554e-18
AKIs,1.6848709297427012e-17
VALs,8.165938861943154e-18
LEUs,8.68277043548386e-18
CHOs,7.442374658986166e-18
PHENs,3.617821014784942e-18
TYRs,2.687524182411671e-18
TRYPs,1.137029461789553e-18
PRPPs,-1.5984871196115553e-17
HISs,1.860593664746541e-18
PPC,3.186612212217821e-17
PPCK,0.0
ME1,0.0
ME2,0.0
ADK1,1.9676126708902544e-16
ATPM,2.333333333333334
ATPS4r,9.251858538542977e-18
Biomass,8.26335556064763e-16
ACACT1r,0.0
HACD1i,0.0
ECOAH1,0.0
ACOAD1,0.0
BTCOAp,-4.3809396359699043e-16
BTCOARx,4.410915867235265e-16
ALCD4,-4.410915867235265e-16
CHs,3.1318117574854513e-18
CH_biomass,3.1318117574854513e-18
HEX1,0.0
PGI,1.000000000000001
PFK,1.000000000000001
FBP,0.0
FBA,1.000000000000001
TPI,1.000000000000001
GAPD,2.000000000000002
PGK,-2.000000000000002
PGM,-2.000000000000002
ENO,2.000000000000002
PYK,0.9999999999999994
PPS,0.0
dNMPs,1.2816464474564472e-17
dNTPs,1.2816464474564472e-17
DNA_biomass,1.2816464474564472e-17
EET,1.0000000000000002
EMI,-2.0000000000000004
NADH16,2.6963019221421302e-33
CYTBD,0.0
EX_glc__D_e,-1.0
EX_lac__D_e,0.0
EX_h_e,0.0
EX_ac_e,0.3333333333333337
EX_acald_e,0.0
EX_etoh_e,0.0
EX_pi_e,6.532027070613423e-16
EX_h2o_e,0.0
EX_co2_e,0.33333333333333315
EX_nh4_e,-1.0594779360380037e-17
EX_o2_e,0.0
EX_elect__ox_e,2.0000000000000004
EX_elect_red_e,-2.0000000000000004
EX_buty_e,-4.3809396359699043e-16
EX_glyc_e,0.0
EX_btoh_e,0.0
EX_for_e,0.0
EX_biomass_e,0.0
LDH_D,0.0
PTAr,0.33333333333333376
ACKr,-0.3333333333333337
ACALD,0.0
ALCD2x,0.0
PFL,0.0
GLYCDx,4.525569520004291e-16
DHAPT,5.635792544629449e-16
GLYK,-4.505405589346389e-16
G3PT,0.0
G3PD2,-4.505405589346391e-16
CS,-2.0201295451253544e-17
ACONTa,-2.0201295451253544e-17
ACONTb,-2.0201295451253544e-17
ICL,0.0
MALS,0.0
ICDHyr,-2.0201295451253544e-17
AKGDH,0.0
SUCOAS,2.9976231265360977e-18
SUCDi,0.0
FRD7,2.6963019221421302e-33
FUM,-1.0769343343023759e-16
MDH,-8.775813244791135e-17
PALs,6.0616009982241906e-18
OLEs,1.914189788912902e-18
MALCOAs,6.390257786266716e-17
OAs,7.975790787137092e-18
ETNs,2.4861131539764455e-18
LIPs,1.049446156202249e-17
LIP_biomass,1.049446156202249e-17
GLUN6Ps,3.421029202108118e-19
RHAs,1.710514601054059e-19
dTDPdp,1.710514601054059e-19
dTTPs,1.710514601054059e-19
H7Ps,5.131543803162176e-19
MIRs,1.0263087606324353e-18
KDOs,5.131543803162176e-19
LPSs,3.421029202108118e-18
LPS_biomass,3.421029202108118e-18
IMPs,-3.416070845000482e-17
AMPs,-4.513395709656679e-17
GMPs,1.0973248646561971e-17
UMPs,1.5178214127353172e-17
UTPs,7.389398286486855e-18
CTPs,7.389398286486855e-18
CMPs,7.389398286486855e-18
TMPs,2.3966788567435564e-18
dAMPs,5.100952860876661e-18
dGMPs,2.9349703646752643e-18
dCMPs,2.3966788567435564e-18
dTMPs,2.3966788567435564e-18
UMPk,0.0
G6PDH2r,1.1097877769763347e-16
PGL,0.0
GND,1.1097877769763347e-16
RPE,9.658138654727192e-17
RPI,-1.3884236770045337e-17
TKT1,2.6957644944426632e-17
TALA,1.1478938340021093e-18
TKT2,1.1118596115531839e-17
AMs,1.0336631470814119e-16
PROT_biomass,1.0336631470814119e-16
NADTRHD,0.0
THD2,0.0
NMPs,2.4963597148716485e-17
NTPs,2.4963597148716485e-17
RNA_biomass,2.4963597148716485e-17
SINK_H_c,0.0
SINK_Pi_c,0.0
SINK_H2O_c,-0.3333333333333355
SINK_accoa_c,0.0
PDH,0.333333333333333
GLYCtex,0.0
D_LACtp,0.0
ACtp,0.3333333333333337
BUTYtp,-4.3809396359699043e-16
GLCtp,-1.000000000000001
BTOHtp,4.410915867235265e-16
ACALDtp,0.0
ETOHtp,0.0
Pitp,6.532027070613423e-16
H2Otp,0.0
CO2tp,0.33333333333333315
NH4tp,-1.0594779360380037e-17
O2tp,0.0
MET_REDtp,-2.0000000000000004
MET_Oxtp,2.0000000000000004
Htp,-2.7755575615628926e-17
FORtp,0.0
T_biomass_e,0.0
GLCpts,1.000000000000001
GLCt1,0.0
D_LACt2,0.0
ACt2r,-0.3333333333333337
ACALDt,0.0
ETOHt2r,0.0
PIt2r,-6.532027070613423e-16
H2Ot,0.0
CO2t,-0.33333333333333315
BUTYt,-4.3809396359699043e-16
NH4t,1.0594779360380037e-17
O2t,0.0
GLYCtpp,0.0
BTOHt2rpp,-4.410915867235265e-16
FORti,0.0
FORt2,0.0
PDH2,0.0
CF,0.0
PROPs,1.6666666666666672
PROPt,1.6666666666666672
PROPte,1.6666666666666672
EX_prop_c,1.6666666666666672
